"Laufende
Nummer";"Regional-
schlьssel";"Gemeinde-
schlьsselnr.";"Vgem-
schlьssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
793;9277148;148;243;Tann, M;37,5452;95,77;35,43;7,79;121,28;121,28;2492,31;830,28;11,86;39,62;364,42;3289;3868;3961;2007;20,43174217;2,40434333;87,58988016;105,4860186;176;332;129;294;220;1032;878;900;27;38;71;73;-35;295;279;225;229;50;116;107;82;3;261;18;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;762;402;360;75;8;289;172;46;247;459;60,23622047;1565;1263;80,7028754;-804;2;21;22;29;13;1;88;86;3814;1361;1946;216;34;27;Ц;Ц;Ц;3625;92,4;3272;83,4;3272;83,40555697;227;116,1;9;183;13;13;5;5;Ц;Ц;10;1;2;7;1284;1691;82;368;1241;9890;Ц;Ц;Ц;14;12;2;13;3;193;178;148;38;44;67;1955;65644,201;33577,59642;9293,215;4753,56266;1996;510,4859335;53848;26977,95591;2776,372;64,335;298,247;429,876;1976,231;380,0059067;370,0013646;339,999603;704,3054287;429,5872653;735,775241;285,5849822;279,2560945
794;9277149;149;;Triftern, M;62,2401;138,04;57,46;8,87;241,31;236,17;3829,99;1655,86;29,17;44,43;606,82;5012;5212;5241;2623;4,569034318;0,556408289;80,52699229;84,2062982;268;408;168;438;319;1253;1310;1077;35;49;53;56;-7;313;395;346;330;65;211;199;136;2;244;16;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;834;505;329;63;16;447;145;106;120;505;60,55155875;2082;1753;84,19788665;-1248;1;20;34;33;19;5;112;111;6961;2459;5551;150;47;31;2;Х;Х;4359;83,5;4072;78;4072;78,0226097;480;109,1;8;61;14;21;5;4;Ц;1;10;Ц;3;7;1822;2415;101;594;1720;14271;Х;Х;Х;17;12;5;14;0;0;0;0;7;21;19;2548;86267,758;33857,04788;12179,094;4779,864207;2627;508,025527;70675;26903,31176;4383,687;128,66;363,235;1246,158;2636,528;379,9988186;359,9986125;350;840,5919463;411,7568552;862,9668265;306,903164;326,0862202
795;9277151;151;;Unterdietfurt;27,4818;53,94;20,12;6,6;110,31;103,97;1879,88;545,54;19,03;21,87;263,28;1844;2072;2108;1096;14,31670282;1,737451737;67,10334789;76,71033479;139;170;60;164;118;540;522;395;28;24;16;24;0;119;131;135;99;32;104;96;68;1;84;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;348;252;96;16;Х;123;Х;26;36;243;69,82758621;882;777;88,0952381;-534;1;10;11;20;10;0;52;51;3054;Х;5118;62;16;15;1;Х;Х;1955;93,1;1643;78,2;1643;78,20085673;Ц;116;6;40;9;12;6;6;Ц;Ц;6;Ц;Ц;6;714;879;26;162;691;5533;Х;Х;Х;7;6;1;9;0;0;0;0;Х;Х;3;1039;39150,025;37680,48604;6210,524;5977,405197;1079;514,7900763;31889;29554,21687;1891,105;57,945;146,275;515,371;1167,016;379,9921306;380,0041566;380,0009528;901,8144969;396,6475918;894,6433;209,2284216;234,2639352
796;9277152;152;;Wittibreut;38,3247;53,68;20,49;5,04;103,2;103,21;2468,64;1020,22;9,64;28,75;278,72;1872;2017;2009;1014;7,318376068;-0,396628656;48,85177453;52,42693111;108;165;69;170;129;487;518;363;23;17;17;19;-2;102;111;135;125;-14;74;60;43;1;70;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;362;205;157;24;10;146;Х;22;Х;245;67,67955801;808;691;85,51980198;-446;2;8;22;20;7;2;61;59;2825;1023;1183;48;13;16;Ц;Ц;Ц;1395;68,4;1044;51,2;1044;51,22669284;71;125,4;6;81;13;17;7;7;Ц;Ц;8;Ц;Ц;8;631;793;25;166;602;5081;Ц;Ц;Ц;6;6;Ц;7;0;0;0;0;Х;8;6;965;32960,953;34156,42798;4598,067;4764,836269;969;483,7743385;26999;27862,7451;1686,87;84,598;130,262;463,043;1002,927;420,0079436;419,9967758;369,9996744;843,0134933;382,6806597;831,3833083;283,2503748;303,1578947
797;9277153;153;;Wurmannsquick, M;49,1949;83,19;33,42;6,01;171,8;171,8;3404,51;996,39;12,85;37,67;443,22;3239;3699;3585;1812;10,68230935;-3,081914031;65,84671681;72,8806668;169;297;121;303;202;876;891;726;27;28;30;44;-16;181;163;175;161;2;135;92;75;2;205;16;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;644;395;249;49;14;306;146;54;124;422;65,52795031;1459;1239;84,92117889;-817;5;20;38;48;14;3;128;123;7357;2128;1445;164;25;25;2;Х;Х;3592;99,3;2975;82,2;2975;82,20502901;207;121,7;12;98;6;7;14;11;3;Ц;17;1;5;11;1154;1504;60;308;1136;9538;Ц;Ц;Ц;25;22;3;35;1;49;49;49;8;18;26;1831;66264,988;36190,59967;10503,296;5736,371382;1819;501,240011;50309;27657,50412;3391,368;106,862;235,23;989,3;2054,201;379,9943105;340,0014454;329,9999468;946,7805695;495,1786711;998,6903964;209,0865438;267,5902004
798;9277154;154;;Zeilarn;28,9031;70,61;40,48;6,91;95,37;95,37;1787,32;708,55;12,47;42,61;291,5;2053;2168;2157;1130;5,065757428;-0,507380074;71,03806228;74,6366782;103;179;69;171;149;533;526;427;13;25;21;20;5;157;152;141;149;3;75;58;38;1;63;3;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;548;425;123;84;6;301;203;Х;Х;432;78,83211679;905;789;87,18232044;-357;1;10;36;8;3;1;59;58;1564;599;70;68;27;15;2;Х;Х;1507;70,3;1230;57,3;1230;57,34265734;94;97,9;4;24;4;6;3;3;Ц;Ц;7;Ц;4;3;719;885;20;166;699;5635;Ц;Ц;Ц;8;7;1;8;0;0;0;0;Ц;7;6;1061;45883,271;43245,30726;7955,467;7498,083883;1144;535,0795136;33325;29130,24476;3461,614;51,656;177,267;2003,306;1226,765;359,9972123;359,9987815;299,999854;1605,572356;1299,816327;1845,128479;154,3079777;46,39264368
799;9278112;112;250;Aholfing;21,3983;43,72;8,88;9,01;80,32;80,31;1603,33;117,58;81,22;85,54;183,34;1076;1709;1812;923;68,40148699;6,026916325;50,28037383;84,6728972;98;162;83;173;96;479;470;251;19;10;5;11;-1;90;85;99;89;-4;67;65;42;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;121;77;44;32;Х;72;6;Х;Х;84;69,4214876;802;765;95,38653367;-681;0;2;1;12;4;4;23;23;250;Х;Х;Х;9;11;1;Х;Х;1799;99,3;1796;99,2;1796;99,17172833;Ц;120;Ц;Ц;8;14;9;6;1;2;20;Ц;14;6;622;744;18;147;579;4416;Ц;Ц;Ц;1;1;Ц;1;0;0;0;0;4;5;9;1242;34850,375;28059,88325;5779,084;4653,046699;1343;735,4874042;29306;21821,29561;1392,809;37,179;124,44;287,469;941,268;349,9858797;350,0028126;295,0007808;768,2344181;361,4109211;830,743519;258,8880309;211,2459016
800;9278113;113;256;Aiterhofen;43,0902;71,82;81,68;76,3;207,43;199,29;3314,7;227,01;138,52;82,34;517,76;2749;3213;3291;1590;19,71626046;2,427637722;63,79670457;76,37502901;178;296;120;242;146;882;767;660;20;33;29;39;-6;200;240;228;218;22;109;123;83;1;105;5;1;298;24;Ц;Ц;Ц;Ц;Ц;572;290;282;171;103;139;135;62;133;415;72,55244755;1349;1192;88,36174944;-777;2;7;7;29;15;10;70;68;Х;Х;2988;Х;30;35;Ц;Ц;Ц;3299;100;3281;99,5;3281;99,45438012;Ц;123,4;3;29;34;67;6;6;Ц;Ц;7;Ц;1;6;1121;1400;36;256;1108;8409;Х;Х;Х;25;22;3;28;0;0;0;0;Ц;11;12;1644;71376,866;43416,58516;12482,936;7593,026764;1776;541,4634146;54001;30405,96847;3746,922;104,912;455,542;967,344;2212,539;329,9949673;330,0000724;329,9999739;1148,657879;638,8261803;1226,234212;7,559779277;102,0714071
801;9278116;116;248;Ascha;19,5328;38,18;13,25;6,04;88,89;88,89;925,21;737,79;10,87;30,7;202,47;1152;1556;1604;818;39,23611111;3,084832905;58,98617512;82,13005632;96;149;58;150;103;441;360;247;18;16;12;11;5;88;76;93;76;0;62;61;45;1;89;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;191;135;56;17;Х;86;57;Х;19;140;73,29842932;694;643;92,65129683;-503;1;6;6;7;5;1;26;25;1646;Х;593;Х;13;12;1;Х;Х;1428;90;1466;92,4;1417;89,28796471;48;103,3;4;40;11;13;1;1;Ц;Ц;Ц;Ц;Ц;0;480;658;18;158;482;3797;Ц;Ц;Ц;10;10;Ц;13;0;0;0;0;Ц;7;6;799;26728,187;33452,04881;3742,906;4684,48811;872;552,2482584;23590;27052,75229;1192,681;28,195;129,852;244,867;785,912;379,9865229;379,9953178;360,0007099;746,8259236;297,960551;752,8935504;354,5447714;313,622291
802;9278117;117;250;Atting;14,9234;39,63;29,57;6,28;108,09;77,15;1062,66;28,45;107,14;62,01;208,28;1131;1635;1675;831;48,09902741;2,44648318;75,80428954;112,2654155;87;137;65;119;76;450;417;324;7;17;9;12;5;113;94;85;100;-6;62;62;52;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;431;333;98;80;Х;272;29;Х;Х;378;87,70301624;671;618;92,10134128;-240;1;2;3;5;5;3;19;18;Х;Ц;Х;Х;14;9;6;192;7294;1660;100;1651;99,5;1651;99,45783133;Ц;121,8;2;Х;8;15;7;7;Ц;Ц;7;Ц;Ц;7;608;727;7;136;584;4237;Ц;Ц;Ц;8;7;1;8;0;0;0;0;Ц;7;4;803;34587,941;43073,401;6041,571;7523,749689;878;529,5536791;27578;31410,02278;2253,554;41,123;171,459;938,168;1099,804;350,012767;350,0020413;349,9998558;1341,40119;910,3964286;1400,864881;54,26904762;39,60308972
803;9278118;118;;Bogen, St;49,7416;184,62;152,79;27,78;319,67;318,33;2911,12;843,74;60,94;150,79;900,66;8199;9619;10044;5059;22,50274424;4,418338705;164,8371532;201,9300362;551;800;316;779;628;2515;2403;2052;94;101;135;130;-29;945;890;757;750;140;380;351;256;3;610;49;1;628;48;1;623;49;Ц;Ц;5726;2861;2865;1478;31;2697;864;527;1607;4344;75,86447782;4406;3024;68,63368134;1320;7;22;28;21;14;3;95;88;1655;734;6846;260;48;67;13;1834;59356;9865;100;8987;91,1;8987;91,09984795;961;115,8;8;54;32;57;36;28;4;4;72;13;30;29;2911;4505;334;1462;2709;23323;136;6421;14200;59;46;13;61;2;198;186;151;46;121;117;5080;168326,611;33135,15965;25138,55;4948,533465;5516;563,9505163;146911;26633,61131;10501,967;88,415;1016,164;3979,862;5402,146;340,0053838;339,9997323;340,0000979;1052,828772;662,2874185;1115,569524;135,0644612;186,0007865
804;9278120;120;248;Falkenfels;11,4879;30,36;6,18;2,8;41,56;41,56;434,4;553,76;3,05;15,39;122,61;715;1019;1038;528;45,17482517;1,864573111;62,22802437;90,33942559;55;80;45;82;70;271;277;158;12;5;14;7;-2;74;68;68;64;4;50;33;28;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;33;23;10;3;Х;21;Х;Ц;Х;17;51,51515152;427;411;96,2529274;-394;0;7;8;1;3;0;19;19;565;Х;Х;Х;8;2;Ц;Ц;Ц;1003;98,2;965;94,5;952;93,24191969;Ц;122,6;2;Х;3;4;9;9;Ц;Ц;9;Ц;1;8;375;468;24;111;333;2682;Х;Х;Х;1;Ц;1;Ц;0;0;0;0;Х;3;3;498;18500,933;37150,46787;2966,061;5955,945783;544;527,643065;16514;30356,61765;808,56;14,239;78,784;165,046;548,841;370,0363825;329,9991623;349,9982915;779,710704;314,2391514;805,1099325;301,3037608;316,6183206
805;9278121;121;;Feldkirchen;22,6632;35,66;6,25;8,14;83,57;80,94;1911,09;24,46;5,33;26,93;265,24;1632;1802;2007;1050;22,97794118;11,37624861;72,0211827;88,5701677;159;195;63;149;141;590;362;348;18;29;13;14;15;234;198;213;211;-13;117;132;64;1;77;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;252;126;126;19;5;30;45;8;164;208;82,53968254;760;716;94,21052632;-508;2;1;12;11;11;2;39;37;Х;Х;5208;Ц;17;17;Ц;Ц;Ц;2006;100;1903;94,9;1903;94,86540379;Ц;111,7;2;Х;12;14;11;10;1;Ц;12;Ц;1;11;502;799;22;227;550;4518;Ц;Ц;Ц;6;6;Ц;8;1;21;21;26;4;16;12;922;33374,434;36197,86768;5287,032;5734,308026;966;495,8932238;27630;28602,48447;1398,032;68,135;147,748;251,596;926,008;350,0025684;349,9976311;350;702,8818502;268,7134238;719,0789341;393,7677225;444,1183551
806;9278123;123;;Geiselhцring, St;99,6873;162,78;67,42;29,45;372,13;353,57;6486,42;2442,42;41,23;125,47;823,24;5765;6529;6890;3498;19,51431049;5,529177516;57,82927074;69,11425419;377;572;198;520;429;1845;1603;1346;59;48;68;82;-34;394;422;353;399;23;226;247;167;2;362;24;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1846;906;940;466;171;1010;339;83;243;1088;58,93824485;2809;2054;73,12210751;-966;7;19;30;52;34;12;154;147;960;199;10715;327;41;51;7;986;22682;6898;100;6496;94,2;6496;94,17222383;188;117,2;6;57;16;20;27;25;1;1;41;7;11;23;2226;2897;125;643;2129;17107;70;2789;6352;20;17;3;18;0;0;0;0;16;30;31;3211;120509,48;37530,20243;19092,986;5946,118343;3393;486,4516129;98988;29174,18214;7760,678;190,042;552,886;3175,713;3829,512;339,9982109;339,9990161;325,0000397;1119,22094;798,5899913;1218,845688;211,1202769;252,5154639
807;9278129;129;;Haibach;32,3765;57,3;12,46;8,04;140,51;140,51;1292,92;1528,95;10,57;38,97;309,2;2084;2156;2065;1076;-0,911708253;-4,220779221;64,36071649;63,77393453;90;178;76;162;99;509;509;442;19;16;21;14;2;108;63;123;103;-40;75;61;43;1;74;6;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;215;112;103;26;Х;84;Х;Х;Х;108;50,23255814;868;761;87,67281106;-653;1;15;18;9;2;1;46;45;1207;450;12;304;18;17;Ц;Ц;Ц;1618;76,5;1611;76,2;1611;76,17021277;24;114,8;5;32;3;4;2;2;Ц;Ц;2;Ц;0;2;747;1003;31;308;664;5790;376;12532;47019;6;6;Ц;8;0;0;0;0;Х;9;8;1005;34633,183;34460,87861;5024,44;4999,442786;1063;509,8321343;29143;27415,80433;1604,544;43,979;161,319;372,575;1022,268;399,990905;369,9977064;380;766,6239847;311,0869565;762,9636885;379,9483994;432,3069451
808;9278134;134;248;Haselbach;18,4275;55,17;7,59;4,01;68,28;68,28;970,34;562,51;9,06;25,27;191,95;1222;1717;1842;946;50,73649755;7,280139779;66,3049376;99,94574064;91;158;63;139;116;489;457;329;7;13;13;15;-2;130;119;115;80;39;62;58;40;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;163;78;85;12;Х;66;7;Х;70;98;60,12269939;790;725;91,7721519;-627;0;10;8;12;3;0;33;33;1189;Х;Ц;Х;11;13;Ц;Ц;Ц;1804;98,8;1445;79,1;1352;74,04162103;Ц;121,2;6;21;9;17;7;5;2;Ц;9;1;1;7;629;793;25;215;553;4443;Х;Х;Х;9;8;1;9;0;0;0;0;17;20;26;900;33921,605;37690,67222;5535,324;6150,36;968;546,275395;26766;27650,82645;1210,835;20,426;156,794;197,25;833,415;320,0062666;350,0022322;349,9979539;670,0802435;261,2529054;689,6303265;404,9496403;396,0583468
809;9278139;139;249;Hunderdorf;22,1978;76,27;31,41;7,33;116,26;116,26;1280,15;534,68;14,54;32,06;314,13;2937;3197;3298;1668;12,29145386;3,159211761;132,2972973;148,5585586;168;254;96;246;224;816;851;643;23;35;25;37;-2;172;204;193;203;1;129;116;75;2;273;21;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;621;263;358;54;Х;222;216;Х;149;463;74,55716586;1448;1292;89,22651934;-829;0;9;13;9;4;3;38;38;2493;917;1511;Х;28;31;3;230;7422;3230;97,7;3096;93,6;3096;93,6195948;496;123,5;1;Х;9;15;14;13;1;Ц;16;Ц;3;13;1045;1530;74;535;921;8146;Х;Х;Х;24;20;4;29;0;0;0;0;Х;23;17;1635;56897,523;34799,70826;8361,347;5113,9737;1786;546,8462952;49194;27544,23292;2538,242;37,045;308,36;491,461;1696,916;329,9928737;330,0014983;330,0001068;773,3826935;336,9832419;815,4213894;300,5496648;329,2219512
810;9278140;140;257;Irlbach;15,837;30,93;14,75;4,03;52,75;51,22;855,37;459,27;77,37;43,67;133,45;1131;1163;1143;563;1,061007958;-1,719690456;71,40151515;72,15909091;54;104;36;80;60;309;260;240;13;10;11;15;-5;69;55;52;49;6;50;30;19;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;158;102;56;28;65;40;Х;42;Х;109;68,98734177;494;446;90,28340081;-337;2;3;3;2;3;2;15;13;64;23;Х;Х;9;10;Ц;Ц;Ц;1123;100;1116;99,4;1116;99,37666963;Ц;119,2;Ц;Ц;7;9;4;2;2;Ц;6;1;Ц;5;401;512;11;120;381;3084;Ц;Ц;Ц;3;3;Ц;5;0;0;0;0;Х;Х;7;552;18488,876;33494,34058;2765,492;5009,949275;580;513,2743363;15679;27032,75862;848,339;44,988;119,197;96,43;584,739;390,0130039;400,0033558;370,000964;743,5048203;239,687993;735,762489;320,2839614;336,048951
811;9278141;141;;Kirchroth;42,8191;92,27;29,17;45,92;238,92;238,92;2405,87;603,77;401,06;265;505,29;3104;3649;3733;1885;20,26417526;2,302000548;72,48949089;87,17888837;201;309;110;302;240;983;953;635;32;43;34;24;19;230;183;196;160;23;142;135;99;2;166;9;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;496;272;224;27;10;177;141;80;88;301;60,68548387;1694;1499;88,48878394;-1198;0;22;29;14;9;2;76;76;343;Х;Х;Х;21;24;1;Х;Х;3682;100;3645;99;3645;98,99511135;Ц;123,2;5;30;16;17;15;13;2;Ц;18;1;5;12;1231;1537;37;345;1155;9423;Х;Х;Х;20;13;7;22;0;0;0;0;13;23;33;1851;68380,698;36942,5705;10330,645;5581,115613;2029;553,0117198;59010;29083,29226;3090,242;54,88;225,645;831,812;1977,905;250;250;330,0004316;829,1499866;440,8851623;907,5221358;221,7837403;248,1881478
812;9278143;143;;Konzell;26,7468;55,49;27,55;5,31;124,15;124,15;1241,91;1000,73;10,53;48,31;292,1;1751;1743;1755;875;0,228440891;0,688468158;65,45794393;65,60747664;110;144;59;129;98;427;467;321;26;21;16;20;1;82;52;108;102;-50;62;83;53;1;63;3;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1123;828;295;38;14;932;Х;18;Х;861;76,66963491;767;505;65,84093872;356;1;8;13;8;10;2;42;41;2478;1053;8;Ц;19;13;6;938;34614;1484;81,8;1366;75,3;1366;75,26170799;52;116;7;43;10;25;3;3;Ц;Ц;3;Ц;1;2;619;769;21;205;543;4488;Х;Х;Х;9;9;Ц;15;0;0;0;0;Ц;5;5;885;30292,478;34228,7887;4346,631;4911,447458;956;528,7610619;25653;26833,68201;2448,762;33,87;186,832;1228,486;997,049;360,0127551;359,9984585;360,0003844;1371,855462;1003,991597;1411,264986;160,1837535;Ц
813;9278144;144;;Laberweinting;76,1208;87,14;41,43;11,18;278,85;271,6;4444,91;2408,18;30,65;105,07;583,18;3280;3357;3387;1728;3,262195122;0,893655049;43,08985812;44,49553337;180;304;112;260;187;830;824;690;27;26;32;24;2;225;186;223;199;-13;25;25;19;1;110;7;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;411;229;182;65;4;198;66;56;87;240;58,39416058;1349;1178;87,32394366;-938;3;7;35;36;24;6;111;108;779;284;12348;Х;18;22;1;Х;Х;3401;100;3358;98,7;3358;98,73566598;Ц;116,5;5;38;18;30;14;13;Ц;1;23;4;7;12;1203;1459;23;225;1211;9458;Ц;Ц;Ц;11;8;3;9;0;0;0;0;Ц;7;6;1625;63363,951;38993,20062;9673,656;5953,019077;1702;505,0445104;51094;30019,9765;3108,184;141,292;244,064;728,669;1994,159;359,9979617;359,99764;360,0005509;921,7627521;401,128707;937,2956702;212,9513642;237,7928994
814;9278146;146;;Leiblfing;78,4098;86,86;46,33;11,95;306,1;306,09;5317,85;1681,39;18,8;130,7;646,68;3395;3981;4140;2083;21,94403535;3,993971364;43,29804872;52,79938783;225;365;132;313;259;1095;973;778;41;43;47;43;0;283;227;308;250;-23;168;137;95;2;184;13;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1042;623;419;88;8;476;163;258;137;628;60,26871401;1862;1448;77,76584318;-820;1;31;52;20;42;5;151;150;578;Х;11142;Х;35;27;4;Х;Х;4151;100;3776;91;3776;90,96603228;1069;123,7;5;94;8;28;5;5;Ц;Ц;9;4;Ц;5;1339;1784;98;349;1337;10771;Х;Х;Х;17;14;3;17;1;50;28;37;7;10;25;2055;80183,342;39018,65791;12462,194;6064,327981;2218;529,1030534;67114;30258,7917;5002,23;188,056;416,674;2035,855;2361,645;350,0018612;349,99916;324,9998067;1192,426698;847,2834327;1294,399285;56,3318236;Ц
815;9278147;147;246;Loitzendorf;12,0317;14,23;2,81;2,01;65,8;65,81;655,85;383,72;3,27;10,74;120,84;581;620;617;316;6,196213425;-0,483870968;48,29592685;51,28844555;26;55;23;49;24;157;163;120;4;2;4;7;-5;25;34;26;25;9;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;39;31;8;Х;Х;15;Х;Х;Ц;25;64,1025641;251;237;94,42231076;-212;0;3;11;4;1;1;20;20;1449;595;Х;Ц;4;4;Ц;Ц;Ц;556;91;393;64,3;393;64,3207856;1;103,2;2;Х;2;3;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;223;294;14;92;188;1656;Ц;Ц;Ц;4;4;Ц;6;0;0;0;0;Ц;Х;3;312;9015,917;28897,16987;1060,573;3399,272436;333;534,5104334;7887;23684,68468;399,103;16,966;41,297;96,915;242,17;399,9528524;400,0096862;349,9985217;652,129085;296,9084967;657,5375817;448,9607843;446,5889968
816;9278148;148;;Mallersdorf-Pfaff., M;72,5606;155,94;88,7;24,5;326,19;282,72;4432,32;1828,31;29,64;117,04;773,19;6091;6357;6849;3235;12,44459038;7,739499764;83,94432194;94,39084895;351;574;215;537;324;1640;1398;1810;45;71;111;88;-17;520;565;454;378;187;262;289;213;2;350;21;1;317;23;1;679;50;Ц;Ц;2306;1217;1089;168;Х;971;275;Х;870;1538;66,69557676;2454;1687;68,74490628;-149;0;19;25;32;16;5;97;97;718;221;5339;Х;50;41;3;Х;Х;6648;100;6562;98,7;6562;98,70637786;1214;114,3;11;413;42;72;14;11;3;Ц;30;10;7;13;1926;2829;229;710;1890;15671;Х;Х;Х;20;17;3;26;1;87;87;84;6;28;33;2958;115144,091;38926,33232;18526,988;6263,349561;3183;486,995104;94568;29710,33616;6263,954;117,177;524,905;1912,434;3701,138;350,0014935;349,9996666;350;920,7634867;490,8421285;953,4130531;175,5419668;228,6202495
817;9278149;149;252;Mariaposching;19,6126;33,21;9,31;3,37;62,3;62,18;1273,78;175,84;201,95;79,86;165,78;1236;1413;1415;702;14,48220065;0,141542817;63,0290668;72,15706272;82;129;44;116;70;394;335;245;14;9;18;7;2;48;72;68;72;0;62;58;41;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;75;34;41;4;Х;Х;44;9;Х;36;48;620;581;93,70967742;-545;0;3;15;9;3;3;33;33;552;Х;767;Х;8;6;Ц;Ц;Ц;1414;99,7;1372;96,8;1372;96,75599436;Ц;108,2;3;12;3;4;6;6;Ц;Ц;9;Ц;2;7;489;606;20;125;461;3586;Х;Х;Х;3;3;Ц;3;0;0;0;0;Х;Х;8;702;24860,847;35414,31197;3627,865;5167,89886;760;534,8346235;21179;27867,10526;1054,302;26,998;128,69;195;701,604;319,995259;319,9970161;339,9977759;745,6166902;322,5742574;783,6867044;312,8826025;346,9049645
818;9278151;151;248;Mitterfels, M;14,2279;65,74;21,94;7,12;55,95;55,96;656,62;526,85;5,85;17,13;193,71;2047;2431;2799;1401;36,73668784;15,13780337;143,851019;196,6971188;159;225;86;210;168;728;594;629;30;26;59;46;-20;387;261;235;179;82;122;114;65;2;338;33;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;984;412;572;122;Х;Х;147;51;593;791;80,38617886;1043;850;81,49568552;-59;2;4;11;9;2;0;28;26;1061;Х;Х;Х;19;18;Ц;Ц;Ц;2646;98,8;2357;88;2302;85,92758492;Ц;122,9;4;16;3;4;27;25;1;1;34;1;10;23;808;1254;78;450;726;6553;84;3621;8643;9;9;Ц;14;1;119;106;126;26;40;91;1256;48343,044;38489,68471;7995,299;6365,683917;1308;520,2863962;36838;28163,60856;2479,072;26,694;291,506;658,038;1497,006;399,970033;399,9972556;399,999008;903,7812614;387,4498724;879,1093693;243,6179366;297,9743041
819;9278154;154;249;Neukirchen;24,4559;42,31;12,76;18,7;100,38;100,38;1072,49;1063,78;10,78;20,99;237,2;1491;1716;1709;905;14,62105969;-0,407925408;60,95666394;69,86917416;87;127;55;139;91;448;441;321;12;11;14;7;4;102;86;111;102;-16;74;90;52;1;59;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;264;155;109;41;Х;131;103;11;Х;195;73,86363636;785;716;91,21019108;-521;0;14;14;11;6;1;46;46;1937;715;70;Х;11;16;1;Х;Х;1229;71,2;1538;89,1;1538;89,05616676;Ц;113,4;1;Х;9;10;3;3;Ц;Ц;3;Ц;Ц;3;600;799;28;230;541;4512;361;15113;53443;9;8;1;10;0;0;0;0;Ц;5;5;860;34394,457;39993,55465;6089,531;7080,85;925;539,3586006;29504;31896,21622;1498,427;28,307;136,517;396,217;933,356;339,9831852;340,0004981;329,9991017;873,7183673;424,1819242;920,9720117;317,6723032;312,0116686
